path,y_true,y_pred,error,abs_error,display_name,method,stem
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,237.375,-31.625,31.625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00669_dji_fly_20260217_114521_0_f00000372_t000012.400s
.\data\combined_514\images\20260430_105347.jpg,51.0,47.34375,-3.65625,3.65625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_105347
.\data\combined_514\images\20260430_105507.jpg,38.0,27.203125,-10.796875,10.796875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_105507
.\data\combined_514\images\20260430_105529.jpg,23.0,30.28125,7.28125,7.28125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_105529
.\data\combined_514\images\20260430_105552.jpg,102.0,76.875,-25.125,25.125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_105552
.\data\combined_514\images\20260430_105607.jpg,33.0,36.53125,3.53125,3.53125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_105607
.\data\combined_514\images\20260430_105707.jpg,33.0,36.25,3.25,3.25,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_105707
.\data\combined_514\images\20260430_105805.jpg,18.0,23.828125,5.828125,5.828125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_105805
.\data\combined_514\images\20260430_105937.jpg,53.0,51.40625,-1.59375,1.59375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_105937
.\data\combined_514\images\20260430_110121.jpg,29.0,36.4375,7.4375,7.4375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_110121
.\data\combined_514\images\20260430_110309.jpg,38.0,26.78125,-11.21875,11.21875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_110309
.\data\combined_514\images\20260430_110337.jpg,22.0,12.109375,-9.890625,9.890625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_110337
.\data\combined_514\images\20260430_110428.jpg,22.0,20.078125,-1.921875,1.921875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_110428
.\data\combined_514\images\20260430_110502.jpg,16.0,15.03125,-0.96875,0.96875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_110502
.\data\combined_514\images\20260430_110635.jpg,30.0,27.8125,-2.1875,2.1875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_110635
.\data\combined_514\images\20260430_110647.jpg,60.0,52.0,-8.0,8.0,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_110647
.\data\combined_514\images\20260430_110740.jpg,30.0,61.40625,31.40625,31.40625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_110740
.\data\combined_514\images\20260430_110757.jpg,21.0,18.265625,-2.734375,2.734375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_110757
.\data\combined_514\images\20260430_110820.jpg,4.0,3.3671875,-0.6328125,0.6328125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_110820
.\data\combined_514\images\20260430_111052.jpg,10.0,15.5,5.5,5.5,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111052
.\data\combined_514\images\20260430_111109.jpg,36.0,39.6875,3.6875,3.6875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111109
.\data\combined_514\images\20260430_111122.jpg,34.0,44.9375,10.9375,10.9375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111122
.\data\combined_514\images\20260430_111129.jpg,56.0,71.3125,15.3125,15.3125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111129
.\data\combined_514\images\20260430_111135.jpg,50.0,49.5625,-0.4375,0.4375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111135
.\data\combined_514\images\20260430_111203.jpg,10.0,13.640625,3.640625,3.640625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111203
.\data\combined_514\images\20260430_111251.jpg,24.0,32.3125,8.3125,8.3125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111251
.\data\combined_514\images\20260430_111306.jpg,53.0,51.0625,-1.9375,1.9375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111306
.\data\combined_514\images\20260430_111434.jpg,58.0,69.25,11.25,11.25,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111434
.\data\combined_514\images\20260430_111507.jpg,45.0,55.03125,10.03125,10.03125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111507
.\data\combined_514\images\20260430_111630.jpg,60.0,71.6875,11.6875,11.6875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111630
.\data\combined_514\images\20260430_111919.jpg,3.0,6.15625,3.15625,3.15625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111919
.\data\combined_514\images\20260430_111941.jpg,5.0,10.09375,5.09375,5.09375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111941
.\data\combined_514\images\20260430_111952.jpg,24.0,21.015625,-2.984375,2.984375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_111952
.\data\combined_514\images\20260430_112049.jpg,23.0,39.375,16.375,16.375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_112049
.\data\combined_514\images\20260430_112103.jpg,23.0,31.6875,8.6875,8.6875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_112103
.\data\combined_514\images\20260430_112241.jpg,40.0,33.03125,-6.96875,6.96875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_112241
.\data\combined_514\images\20260430_112314.jpg,61.0,58.375,-2.625,2.625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_112314
.\data\combined_514\images\20260430_112502.jpg,142.0,79.6875,-62.3125,62.3125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_112502
.\data\combined_514\images\20260430_112536.jpg,13.0,7.1953125,-5.8046875,5.8046875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_112536
.\data\combined_514\images\20260430_113032.jpg,18.0,17.4375,-0.5625,0.5625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113032
.\data\combined_514\images\20260430_113107.jpg,37.0,34.84375,-2.15625,2.15625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113107
.\data\combined_514\images\20260430_113229.jpg,56.0,65.1875,9.1875,9.1875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113229
.\data\combined_514\images\20260430_113251.jpg,13.0,23.90625,10.90625,10.90625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113251
.\data\combined_514\images\20260430_113345.jpg,11.0,22.359375,11.359375,11.359375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113345
.\data\combined_514\images\20260430_113507.jpg,16.0,9.7421875,-6.2578125,6.2578125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113507
.\data\combined_514\images\20260430_113627.jpg,44.0,43.0625,-0.9375,0.9375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113627
.\data\combined_514\images\20260430_113730.jpg,51.0,41.34375,-9.65625,9.65625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113730
.\data\combined_514\images\20260430_113818.jpg,33.0,29.921875,-3.078125,3.078125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113818
.\data\combined_514\images\20260430_113824.jpg,40.0,39.0625,-0.9375,0.9375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113824
.\data\combined_514\images\20260430_113919.jpg,92.0,73.1875,-18.8125,18.8125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_113919
.\data\combined_514\images\20260430_114008.jpg,34.0,35.25,1.25,1.25,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_114008
.\data\combined_514\images\20260430_114051.jpg,26.0,29.21875,3.21875,3.21875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_114051
.\data\combined_514\images\20260430_114124.jpg,80.0,75.0625,-4.9375,4.9375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_114124
.\data\combined_514\images\20260430_114129.jpg,21.0,13.4140625,-7.5859375,7.5859375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_114129
.\data\combined_514\images\20260430_114341.jpg,34.0,34.78125,0.78125,0.78125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_114341
.\data\combined_514\images\20260430_114516.jpg,29.0,26.375,-2.625,2.625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_114516
.\data\combined_514\images\20260430_114527.jpg,23.0,19.859375,-3.140625,3.140625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_114527
.\data\combined_514\images\20260430_114546.jpg,140.0,82.6875,-57.3125,57.3125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_114546
.\data\combined_514\images\20260430_114601.jpg,41.0,28.265625,-12.734375,12.734375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_114601
.\data\combined_514\images\20260430_114650.jpg,19.0,26.15625,7.15625,7.15625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_114650
.\data\combined_514\images\20260430_115015.jpg,12.0,11.96875,-0.03125,0.03125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_115015
.\data\combined_514\images\20260430_115039.jpg,2.0,11.375,9.375,9.375,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_115039
.\data\combined_514\images\20260430_115223.jpg,25.0,26.0625,1.0625,1.0625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_115223
.\data\combined_514\images\20260430_115310.jpg,28.0,29.203125,1.203125,1.203125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_115310
.\data\combined_514\images\20260430_115351.jpg,18.0,24.671875,6.671875,6.671875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,20260430_115351
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,147.875,-6.125,6.125,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00007_20260212_161655_f00000198_t000006.601s
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,151.0,15.0,15.0,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00019_20260212_161655_f00000327_t000010.901s
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,183.25,9.25,9.25,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00082_20260212_161655_f00001136_t000037.870s
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,188.25,33.25,33.25,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00127_20260212_161655_f00001703_t000056.772s
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,172.625,-23.375,23.375,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00140_20260212_161655_f00001835_t000061.173s
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,166.875,23.875,23.875,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00223_20260212_161655_f00002878_t000095.943s
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,152.25,-18.75,18.75,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00227_20260212_161655_f00002930_t000097.676s
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,179.25,48.25,48.25,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00246_20260212_161655_f00003255_t000108.511s
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,170.25,-1.75,1.75,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00257_20260212_161655_f00003374_t000112.478s
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,131.25,-1.75,1.75,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00321_20260212_164110_f00000473_t000015.769s
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,82.0625,-3.9375,3.9375,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00587_dji_fly_20260217_114201_0_f00000392_t000013.067s
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,210.375,-58.625,58.625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00611_dji_fly_20260217_114201_0_f00000658_t000021.933s
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,268.25,-0.75,0.75,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,00669_dji_fly_20260217_114521_0_f00000372_t000012.400s
.\data\combined_514\images\20260430_105347.jpg,51.0,51.09375,0.09375,0.09375,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_105347
.\data\combined_514\images\20260430_105507.jpg,38.0,28.765625,-9.234375,9.234375,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_105507
.\data\combined_514\images\20260430_105529.jpg,23.0,30.390625,7.390625,7.390625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_105529
.\data\combined_514\images\20260430_105552.jpg,102.0,82.4375,-19.5625,19.5625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_105552
.\data\combined_514\images\20260430_105607.jpg,33.0,34.15625,1.15625,1.15625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_105607
.\data\combined_514\images\20260430_105707.jpg,33.0,39.53125,6.53125,6.53125,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_105707
.\data\combined_514\images\20260430_105805.jpg,18.0,29.765625,11.765625,11.765625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_105805
.\data\combined_514\images\20260430_105937.jpg,53.0,45.84375,-7.15625,7.15625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_105937
.\data\combined_514\images\20260430_110121.jpg,29.0,39.25,10.25,10.25,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_110121
.\data\combined_514\images\20260430_110309.jpg,38.0,27.578125,-10.421875,10.421875,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_110309
.\data\combined_514\images\20260430_110337.jpg,22.0,14.15625,-7.84375,7.84375,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_110337
.\data\combined_514\images\20260430_110428.jpg,22.0,20.25,-1.75,1.75,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_110428
.\data\combined_514\images\20260430_110502.jpg,16.0,17.921875,1.921875,1.921875,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_110502
.\data\combined_514\images\20260430_110635.jpg,30.0,31.125,1.125,1.125,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_110635
.\data\combined_514\images\20260430_110647.jpg,60.0,47.9375,-12.0625,12.0625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_110647
.\data\combined_514\images\20260430_110740.jpg,30.0,58.625,28.625,28.625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_110740
.\data\combined_514\images\20260430_110757.jpg,21.0,20.921875,-0.078125,0.078125,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_110757
.\data\combined_514\images\20260430_110820.jpg,4.0,5.3203125,1.3203125,1.3203125,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_110820
.\data\combined_514\images\20260430_111052.jpg,10.0,19.3125,9.3125,9.3125,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_111052
.\data\combined_514\images\20260430_111109.jpg,36.0,35.09375,-0.90625,0.90625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_111109
.\data\combined_514\images\20260430_111122.jpg,34.0,42.28125,8.28125,8.28125,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_111122
.\data\combined_514\images\20260430_111129.jpg,56.0,65.0,9.0,9.0,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_111129
.\data\combined_514\images\20260430_111135.jpg,50.0,45.875,-4.125,4.125,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_111135
.\data\combined_514\images\20260430_111203.jpg,10.0,14.765625,4.765625,4.765625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_111203
.\data\combined_514\images\20260430_111251.jpg,24.0,34.625,10.625,10.625,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_111251
.\data\combined_514\images\20260430_111306.jpg,53.0,42.0625,-10.9375,10.9375,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_111306
.\data\combined_514\images\20260430_111434.jpg,58.0,62.1875,4.1875,4.1875,BerryMTL-SharedCenterDet Matched (ours),berrymtl_centerdet_shared_matched,20260430_111434
